DATE,IBM_CLOSE,AAPL_CLOSE,GE_CLOSE,UPS_CLOSE,IBM_PUT_PRICE_12,AAPL_CALL_PRICE_12,GE_PUT_PRICE_6,UPS_CALL_PRICE_6,IBM_PUT_IMPVOL_12,AAPL_CALL_IMPVOL_12,GE_PUT_IMPVOL_6,UPS_CALL_IMPVOL_6,IBM_SHARE,AAPL_SHARE,GE_SHARE,UPS_SHARE,IBM_PUT_SHARE,AAPL_CALL_SHARE,GE_PUT_SHARE,UPS_CALL_SHARE
4/29/2009,93.84,17,55.42,47.736,4.092796661,1.827824775,0.926676424,3.226997649,11.58225109,26.46410541,6.801581594,23.15535668,8709.958421,-3483.983369,5225.975053,-1045.195011,348.3983369,174.1991684,261.2987526,52.25975053
4/28/2009,91.95,16.83,54.39,46.878,0.532680374,1.369429058,0.130892034,2.348098777,2.020912097,19.84660795,1.626973527,16.91346432,8905.246747,-3562.098699,5343.148048,-1068.62961,356.2098699,178.1049349,267.1574024,53.43148048
4/27/2009,90.15,16.95,53.55,46.23,0.253412993,0.98510521,1.269805718,1.943703296,1.233034957,13.98032068,9.294625604,14.04775942,9088.265644,-3635.306257,5452.959386,-1090.591877,363.5306257,181.7653129,272.6479693,54.52959386
4/24/2009,90.27,16.83,53.55,46.206,6.004472401,0.987136382,2.787773207,1.200554035,17.35621625,14.11519815,19.39242452,8.326107032,9051.90049,-3620.760196,5431.140294,-1086.228059,362.0760196,181.0380098,271.5570147,54.31140294
4/23/2009,91.48,17.04,54.26,46.816,7.560011091,0.217854714,1.907138259,1.000423527,21.42863278,2.537015913,13.36803297,6.680493337,8930.799805,-3572.319922,5358.479883,-1071.695977,357.2319922,178.6159961,267.9239941,53.58479883
4/22/2009,92.5,16.51,54.505,46.906,1.731431235,0.752729463,0.497176278,1.107633123,5.30743316,10.82397076,4.082116863,7.481435046,8843.597647,-3537.439059,5306.158588,-1061.231718,353.7439059,176.8719529,265.3079294,53.06158588
4/21/2009,92.28,16.54,54.41,46.836,0.834956688,0.315636804,0.175510886,2.190046601,2.856800565,4.138899331,1.936192707,15.72736525,8869.352928,-3547.741171,5321.611757,-1064.322351,354.7741171,177.3870586,266.0805878,53.21611757
4/20/2009,90.59,16.37,53.48,46.058,0.183702979,1.815063601,0.290280495,2.621935534,1.015584848,27.31583116,2.747101436,19.3496732,9035.780201,-3614.31208,5421.46812,-1084.293624,361.431208,180.715604,271.073406,54.2146812
4/17/2009,91.35,16.77,54.06,46.602,1.410281412,0.801829669,2.345378124,1.167160356,4.478618023,11.38351524,16.30169628,7.991910812,8957.718232,-3583.087293,5374.630939,-1074.926188,358.3087293,179.1543646,268.7315469,53.74630939
4/16/2009,91.49,16.5,53.995,46.496,9.979526027,0.344964544,4.24962453,1.677768935,28.12477453,4.600306383,28.89958132,11.9250788,8908.597424,-3563.43897,5345.158454,-1069.031691,356.343897,178.1719485,267.2579227,53.45158454
4/15/2009,89.16,15.98,52.57,45.252,10.26939839,1.262510346,3.844717208,1.940019057,29.67438811,19.24985121,26.91039935,14.34239246,9137.195818,-3654.878327,5482.317491,-1096.463498,365.4878327,182.7439164,274.1158745,54.82317491
4/14/2009,89.54,16.07,52.805,45.458,8.361583447,0.644062541,3.34131011,1.014653197,24.14641058,9.434933704,23.39185106,7.020058157,9107.989734,-3643.195893,5464.79384,-1092.958768,364.3195893,182.1597947,273.239692,54.6479384
4/13/2009,90.15,16.33,53.24,45.858,7.880967962,0.341725296,2.390637725,1.976312605,22.63729153,4.60518261,16.84256799,14.42249278,9052.666494,-3621.066597,5431.599896,-1086.319979,362.1066597,181.0533299,271.5799948,54.31599896
4/9/2009,91.73,16.25,53.99,46.442,3.806194298,1.604527628,2.679869407,3.449340148,11.04784445,24.23980294,18.52900836,25.53566927,8901.834891,-3560.733956,5341.100935,-1068.220187,356.0733956,178.0366978,267.0550467,53.41100935
4/8/2009,91.27,15.8,53.535,45.988,9.19462895,1.721696014,2.066014511,3.723271695,26.01017226,26.83153559,14.59452421,27.92435518,8925.465116,-3570.186046,5355.27907,-1071.055814,357.0186046,178.5093023,267.7639535,53.5527907
4/7/2009,89.07,15.62,52.345,45,0.918498899,1.836599278,0.319164074,2.850048688,3.178876167,29.01717477,2.990554831,21.63380322,9180.279348,-3672.111739,5508.167609,-1101.633522,367.2111739,183.605587,275.4083804,55.08167609
4/6/2009,91.61,16.09,53.85,46.298,0.80931175,0.952364709,2.12831595,1.833369129,2.802233494,14.25043166,14.92618764,13.17701346,8924.228082,-3569.691233,5354.536849,-1070.90737,356.9691233,178.4845616,267.7268425,53.54536849
4/3/2009,92.2,15.76,53.98,46.336,9.666479508,0.798580272,2.371864042,1.677055436,27.05014179,12.10359525,16.49938608,11.96397235,8833.334748,-3533.333899,5300.000849,-1060.00017,353.3333899,176.666695,265.0000424,53.00000849
4/2/2009,90.94,15.31,53.125,45.562,1.933266698,0.758810204,0.481862132,0.902149359,5.948630367,11.82434944,4.063669962,6.120272266,8981.825987,-3592.730395,5389.095592,-1077.819118,359.2730395,179.6365197,269.4547796,53.89095592
4/1/2009,88.04,14.77,51.405,44.078,0.563763398,0.077096214,1.380828563,1.356489529,2.178709557,0.416195092,10.41664453,10.03384633,9279.941822,-3711.976729,5567.965093,-1113.593019,371.1976729,185.5988364,278.3982547,55.67965093
3/31/2009,87.39,14.28,50.835,43.524,6.26242905,1.150909785,2.867232469,2.086178479,18.6545795,19.65149757,20.94064151,16.14476045,9317.218448,-3726.887379,5590.331069,-1118.066214,372.6887379,186.344369,279.5165535,55.90331069
3/30/2009,85.26,14.2,49.73,42.624,7.652104578,0.749650293,2.636817444,1.391135254,23.22670352,12.63802333,19.73578887,10.6973827,9550.035876,-3820.01435,5730.021525,-1146.004305,382.001435,191.0007175,286.5010763,57.30021525
3/27/2009,84.92,14.52,49.72,42.68,5.274534203,0.542853349,1.512286059,2.358431808,16.24487421,8.75674206,11.68267732,18.75512684,9605.801202,-3842.320481,5763.480721,-1152.696144,384.2320481,192.116024,288.1740361,57.63480721
3/26/2009,89.1,14.93,52.015,44.598,2.308207574,1.739968832,1.974268227,2.75216888,7.120480426,28.75351162,14.3679698,21.05484774,9158.506467,-3663.402587,5495.10388,-1099.020776,366.3402587,183.1701293,274.755194,54.9510388
3/25/2009,88.35,14.47,51.41,44.022,7.366632936,0.805140109,1.988018948,0.982459353,21.61545918,13.35618385,14.62231984,7.018912322,9216.448562,-3686.579425,5529.869137,-1105.973827,368.6579425,184.3289712,276.4934569,55.29869137
3/24/2009,88.67,14.47,51.57,44.15,2.476033093,0.085445924,1.080466997,0.852126635,7.629180507,0.681640793,8.310542761,5.941708522,9202.65636,-3681.062544,5521.593816,-1104.318763,368.1062544,184.0531272,276.0796908,55.21593816
3/23/2009,89.04,14.63,51.835,44.394,2.967925054,0.688955573,2.082762385,2.573383522,8.991905014,11.20177625,15.1603998,19.72036664,9159.846152,-3663.938461,5495.907691,-1099.181538,366.3938461,183.196923,274.7953846,54.95907691
3/20/2009,83.44,13.8,48.62,41.656,6.862656333,1.580308732,3.02424113,2.587562597,21.32889458,28.23895703,23.00846674,21.19988546,9755.560288,-3902.224115,5853.336173,-1170.667235,390.2224115,195.1112058,292.6668086,58.53336173
3/19/2009,83.58,13.81,48.695,41.718,7.98378845,0.81250223,1.846313462,1.151399021,24.68803889,14.16081388,14.35376816,8.902451696,9740.44259,-3896.177036,5844.265554,-1168.853111,389.6177036,194.8088518,292.2132777,58.44265554
3/18/2009,82.94,13.79,48.365,41.45,1.129992779,0.236233535,1.062601796,0.870274194,4.019497428,3.644089512,8.673782454,6.54715007,9846.781705,-3938.712682,5908.069023,-1181.613805,393.8712682,196.9356341,295.4034512,59.08069023
3/17/2009,83.8,13.54,48.67,41.644,4.235498687,0.543484852,1.251040796,0.968427563,13.32806748,9.450210628,10.00439229,7.35338241,9726.457824,-3890.58313,5835.874694,-1167.174939,389.058313,194.5291565,291.7937347,58.35874694
3/16/2009,82.28,12.96,47.62,40.688,1.988001563,0.304614443,2.145325057,1.024316739,6.680717105,5.256554191,16.8952522,8.038130081,9906.722462,-3962.688985,5944.033477,-1188.806695,396.2688985,198.1344492,297.2016739,59.44033477
3/13/2009,81.5,13.03,47.265,40.418,8.563829455,0.593847554,2.167656165,1.801589213,27.10978729,10.81970597,17.18411542,14.94875739,9977.340527,-3990.936211,5986.404316,-1197.280863,399.0936211,199.5468105,299.3202158,59.86404316
3/12/2009,81.54,13.09,47.315,40.47,2.15698968,1.025266202,0.797872197,2.487606321,7.258443556,19.0778088,6.852267718,20.96832974,10001.77564,-4000.710257,6001.065386,-1200.213077,400.0710257,200.0355129,300.0532693,60.01065386
3/11/2009,79.93,12.59,46.26,39.526,1.856849387,1.174444556,2.121347763,2.610886744,6.44609188,22.85885067,17.1824417,22.60394328,10195.34811,-4078.139243,6117.208865,-1223.441773,407.8139243,203.9069622,305.8604432,61.17208865
3/10/2009,78.7,12.04,45.37,38.704,8.52055098,1.09887324,3.361597143,1.831211821,27.91879151,22.34903588,27.2524154,15.92446784,10316.06838,-4126.427351,6189.641026,-1237.928205,412.6427351,206.3213675,309.4820513,61.89641026
3/9/2009,75.3,11.29,43.295,36.894,7.756839785,0.455398473,2.934874499,0.750711523,26.58603928,9.499899798,25.00151349,6.315770534,10782.17661,-4312.870642,6469.305964,-1293.861193,431.2870642,215.6435321,323.4652982,64.69305964
3/6/2009,77.4,11.59,44.495,37.914,7.004866762,0.17517151,3.087503408,0.744616631,23.4169877,3.13164127,25.57329654,6.062804541,10494.04815,-4197.619259,6296.428889,-1259.285778,419.7619259,209.880963,314.8214445,62.96428889
3/5/2009,78.91,12.07,45.49,38.806,8.484460424,0.462621378,3.240642539,1.53433513,27.72960538,8.993967812,26.2332198,13.1553916,10290.78294,-4116.313174,6174.469761,-1234.893952,411.6313174,205.8156587,308.7234881,61.74469761
3/4/2009,80.72,12.39,46.555,39.722,7.726145247,0.884004062,2.342583956,2.239715079,24.73683422,17.31681538,18.77211639,19.15648892,10066.35726,-4026.542902,6039.814354,-1207.962871,402.6542902,201.3271451,301.9907177,60.39814354
3/3/2009,79.17,12.01,45.59,38.874,3.837915686,1.031872607,2.487511013,2.812860179,12.80739855,20.99616245,20.28469002,24.85271126,10275.2982,-4110.119279,6165.178918,-1233.035784,411.0119279,205.5059639,308.2589459,61.65178918
3/2/2009,80.32,11.95,46.135,39.298,8.646312263,1.390591871,3.504374005,2.741206508,27.76198148,28.70926007,27.91893696,23.92355264,10100.96084,-4040.384337,6060.576505,-1212.115301,404.0384337,202.0192168,303.0288253,60.60576505
2/27/2009,83.01,12.13,47.57,40.482,9.038560116,0.952958618,1.794391829,2.668161742,28.07589244,19.13784521,14.28439105,22.55219818,9775.877996,-3910.351198,5865.526798,-1173.10536,391.0351198,195.5175599,293.2763399,58.65526798
2/26/2009,80.25,12.12,46.185,39.372,0.031979438,1.279343571,1.109986084,2.012239197,0.492889669,25.96655115,9.408991825,17.27642278,10156.3469,-4062.53876,6093.808139,-1218.761628,406.253876,203.126938,304.690407,60.93808139
2/25/2009,77.48,12.39,44.935,38.426,5.451151823,0.454837734,2.404948681,0.757334118,18.32509398,8.586294406,19.91326566,6.087554946,10506.66111,-4202.664445,6303.996667,-1260.799333,420.2664445,210.1332222,315.1998334,63.03996667
2/24/2009,77.93,12.26,45.095,38.528,6.462666062,0.207352802,2.845975349,0.799364121,21.50143734,3.588815485,23.33273153,6.458549739,10437.05489,-4174.821958,6262.232937,-1252.446587,417.4821958,208.7410979,313.1116468,62.62232937
2/23/2009,76.1,11.81,43.955,37.526,7.412281026,0.468328207,2.115801379,0.85720469,25.16402572,9.328283992,17.99425136,7.206413569,10681.4378,-4272.575122,6408.862683,-1281.772537,427.2575122,213.6287561,320.4431341,64.08862683
2/20/2009,80.09,12.39,46.24,39.47,3.252200564,0.282778346,2.321770007,0.578122253,10.824477,5.084543146,18.73386444,4.275382064,10167.72006,-4067.088023,6100.632035,-1220.126407,406.7088023,203.3544012,305.0316017,61.00632035
2/19/2009,80.21,12.32,46.265,39.476,8.280728726,0.202418161,2.771042271,1.169081465,26.64325187,3.466220981,22.18583516,9.620642586,10128.70512,-4051.48205,6077.223075,-1215.444615,405.148205,202.5741025,303.8611537,60.77223075
2/18/2009,82.54,12.82,47.68,40.708,5.612033915,0.836333486,3.062085792,2.224253393,17.72841844,15.77506419,23.72903605,18.53445911,9854.017061,-3941.606824,5912.410237,-1182.482047,394.1606824,197.0803412,295.6205118,59.12410237
2/17/2009,81.78,12.84,47.31,40.416,9.437160039,1.118306299,2.162083417,2.510457235,29.72965366,21.29385402,17.12660999,21.19918168,9934.446781,-3973.778712,5960.668068,-1192.133614,397.3778712,198.6889356,298.0334034,59.60668068
2/13/2009,84.64,13.47,49.055,41.938,1.321733582,1.163086621,0.548239503,2.842273821,4.523566326,21.10450933,4.81928614,23.21681924,9637.432847,-3854.973139,5782.459708,-1156.491942,385.4973139,192.7486569,289.1229854,57.82459708
2/12/2009,85.75,13.49,49.62,42.394,1.539743751,1.390023831,0.276613301,2.596952016,5.115005954,25.32912915,2.800567847,20.89333066,9510.043479,-3804.017392,5706.026087,-1141.205217,380.4017392,190.2008696,285.3013044,57.06026087
2/11/2009,85.83,13.15,49.49,42.222,0.032832668,0.893442151,1.443023313,2.11605173,0.486129739,16.45753216,11.23454295,16.92333602,9499.154319,-3799.661727,5699.492591,-1139.898518,379.9661727,189.9830864,284.9746296,56.99492591
2/10/2009,84.13,13.29,48.71,41.626,7.137043098,0.952026509,2.65278145,1.14494396,21.98295617,17.38913988,20.24835662,8.868924024,9667.827433,-3867.130973,5800.69646,-1160.139292,386.7130973,193.3565487,290.034823,58.0069646
2/9/2009,87.33,13.93,50.63,43.29,6.209418351,0.071124459,2.396987164,1.294797024,18.51375706,0.348708167,17.71192027,9.725696769,9322.212017,-3728.884807,5593.32721,-1118.665442,372.8884807,186.4442403,279.6663605,55.9332721
2/6/2009,86.72,13.55,50.135,42.818,5.615007031,1.062630251,3.142136154,1.698513272,16.91008348,19.10268537,23.17679509,13.20154876,9381.466054,-3752.586422,5628.879632,-1125.775926,375.2586422,187.6293211,281.4439816,56.28879632
2/5/2009,82.9,13.11,48.005,41.026,9.473046086,0.414370094,2.69441122,0.715071194,29.44350669,7.300412144,20.84260231,5.272665186,9803.132319,-3921.252928,5881.879392,-1176.375878,392.1252928,196.0626464,294.0939696,58.81879392
2/4/2009,83.28,12.71,47.995,40.938,3.850193547,0.197757881,2.607394378,1.749748871,12.24169792,3.244918228,20.20047091,14.29608488,9772.580021,-3909.032008,5863.548012,-1172.709602,390.9032008,195.4516004,293.1774006,58.63548012
2/3/2009,83.86,12.63,48.245,41.122,9.158650496,1.30231191,3.780636642,1.96276026,28.1592439,25.34725153,28.77782642,16.07298167,9676.987207,-3870.794883,5806.192324,-1161.238465,387.0794883,193.5397441,290.3096162,58.06192324
2/2/2009,81.57,12.43,47,40.086,9.305944521,0.368138552,2.815662576,1.54003692,29.39640894,6.798711803,22.19036847,12.75640463,9954.112472,-3981.644989,5972.467483,-1194.493497,398.1644989,199.0822494,298.6233742,59.72467483
1/30/2009,82.22,12.25,47.235,40.238,4.695859386,0.94182851,1.904784882,2.126308124,14.984328,18.71409746,15.21207808,17.89453697,9890.315184,-3956.126074,5934.18911,-1186.837822,395.6126074,197.8063037,296.7094555,59.3418911
1/29/2009,82.99,12.64,47.815,40.78,4.889752547,0.889726521,1.50583329,2.287516763,15.43982816,17.07497648,12.066215,19.05290335,9803.75964,-3921.503856,5882.255784,-1176.451157,392.1503856,196.0751928,294.1127892,58.82255784
1/28/2009,85.06,12.8,48.93,41.704,2.734210413,1.101503317,1.123146761,2.294473094,8.692601843,21.03083022,9.024372271,18.66945416,9571.90793,-3828.763172,5743.144758,-1148.628952,382.8763172,191.4381586,287.1572379,57.43144758
1/27/2009,82.23,12.33,47.28,40.29,2.85981858,0.830424146,1.483766227,2.259818183,9.356142698,16.30807809,12.0269051,19.05102396,9899.003132,-3959.601253,5939.401879,-1187.880376,395.9601253,197.9800626,296.970094,59.39401879
1/26/2009,82.18,12.18,47.18,40.18,4.600138453,1.084917073,1.222719166,1.438833696,14.6976675,21.79396983,10.07973903,11.82732672,9896.539747,-3958.615899,5937.923848,-1187.58477,395.8615899,197.9307949,296.8961924,59.37923848
1/23/2009,80.28,12.01,46.145,39.318,1.551784252,0.122068752,0.858686022,0.738274087,5.461810552,1.860683614,7.475036357,5.754526589,10148.21025,-4059.2841,6088.92615,-1217.78523,405.92841,202.964205,304.4463075,60.8892615
1/22/2009,80.8,12.01,46.405,39.526,2.852460561,0.491518794,2.065662868,1.971591362,9.488262162,9.648369563,16.70390556,16.83911739,10071.14172,-4028.456686,6042.68503,-1208.537006,402.8456686,201.4228343,302.1342515,60.4268503
1/21/2009,82.01,11.25,46.63,39.554,7.584914548,1.101498316,1.780818153,2.723212151,23.91954895,24.02986521,14.45154218,23.60019455,9887.606551,-3955.042621,5932.563931,-1186.512786,395.5042621,197.752131,296.6281965,59.32563931
1/20/2009,73.55,10.62,42.085,35.792,1.282398568,1.003757118,0.729895399,2.696332688,4.98353541,23.17052388,7.023701187,25.91453498,11065.93677,-4426.374707,6639.56206,-1327.912412,442.6374707,221.3187353,331.978103,66.3956206
1/16/2009,76.18,11.19,43.685,37.186,2.561029251,1.299917698,0.938852228,2.175868589,9.063866963,28.65854608,8.503022586,19.91504059,10681.21131,-4272.484524,6408.726785,-1281.745357,427.2484524,213.6242262,320.4363393,64.08726785
1/15/2009,75.47,11.33,43.4,36.986,2.20117231,0.532192059,1.700705828,1.900618255,7.942178209,11.1715351,14.80641642,17.37586542,10787.39393,-4314.957572,6472.436358,-1294.487272,431.4957572,215.7478786,323.6218179,64.72436358
1/14/2009,74.63,11.59,43.11,36.806,6.23895009,1.114199342,2.45204424,2.742404971,21.67065464,23.58019573,21.11036164,25.62052283,10892.63656,-4357.054625,6535.581937,-1307.116387,435.7054625,217.8527312,326.7790969,65.35581937
1/13/2009,76.56,11.92,44.24,37.776,6.060881077,1.337868511,1.304656768,2.227829471,20.55006864,27.66084992,11.35299453,20.07957767,10624.21747,-4249.686989,6374.530484,-1274.906097,424.9686989,212.4843495,318.7265242,63.74530484
1/12/2009,76.89,12.05,44.47,37.986,0.485574948,0.629465583,1.806867246,1.886825179,2.155920425,12.49830541,15.32087069,16.76456373,10605.44139,-4242.176558,6363.264836,-1272.652967,424.2176558,212.1088279,318.1632418,63.63264836
1/9/2009,75.99,12.31,44.15,37.782,8.396895784,1.059335995,3.494744179,1.307718889,28.48582095,21.03082205,29.06113485,11.40081746,10696.1125,-4278.445,6417.6675,-1283.5335,427.8445,213.92225,320.883375,64.176675
1/8/2009,78.21,12.6,45.405,38.844,8.996506333,0.123727168,2.950030289,0.224384433,29.63644875,1.770812867,23.99656759,0.978407578,10394.58878,-4157.83551,6236.753265,-1247.350653,415.783551,207.8917755,311.8376633,62.36753265
1/7/2009,78.76,12.37,45.565,38.926,5.55106356,0.061720924,1.148026574,0.482928534,18.35668643,0.186002288,9.822977746,3.468812702,10336.93281,-4134.773123,6202.159685,-1240.431937,413.4773123,206.7386562,310.1079842,62.02159685
1/6/2009,80.05,12.64,46.345,39.604,0.241580544,0.371997326,0.905026438,1.143707594,1.289269062,6.751623116,7.803013396,9.358247028,10193.71772,-4077.487088,6116.230632,-1223.246126,407.7487088,203.8743544,305.8115316,61.16230632
1/5/2009,77.89,12.85,45.37,38.866,4.242313055,0.644051803,2.529225352,1.382445917,14.31675773,11.96487094,20.70675228,11.74179168,10463.00634,-4185.202537,6277.803805,-1255.560761,418.5202537,209.2601268,313.8901902,62.77803805
1/2/2009,78.38,12.33,45.355,38.75,8.231957557,0.596154963,2.365542539,0.974290751,27.09674682,11.51871241,19.42695933,8.026747762,10370.32284,-4148.129135,6222.193702,-1244.43874,414.8129135,207.4064567,311.1096851,62.22193702
12/31/2008,75.5,11.6,43.55,37.16,3.345321687,0.239514712,1.233858564,1.07560836,11.75717183,4.534783114,10.94037026,9.382028497,10785.98874,-4314.395498,6471.593247,-1294.318649,431.4395498,215.7197749,323.5796623,64.71593247
12/30/2008,74.95,11.72,43.335,37.012,2.834952704,0.692721379,1.005121415,2.128162295,10.12356868,14.22927388,9.109924315,19.55368493,10870.54178,-4348.21671,6522.325065,-1304.465013,434.821671,217.4108355,326.1162533,65.22325065
12/29/2008,72.89,11.77,42.33,36.218,2.170500092,1.191837529,2.053321094,2.649891078,8.09627995,24.87809598,18.12674187,25.14058034,11182.93091,-4473.172363,6709.758545,-1341.951709,447.3172363,223.6586182,335.4879273,67.09758545
12/26/2008,72.96,11.66,42.31,36.18,7.967636119,1.204861206,1.578225867,2.418659041,28.15720378,25.40306469,14.13494917,22.88777192,11142.67442,-4457.069768,6685.604652,-1337.12093,445.7069768,222.8534884,334.2802326,66.85604652
12/24/2008,72.24,11.55,41.895,35.826,7.67E-08,0.963845446,0.583025763,2.024875694,0.112694552,20.37247914,5.799879821,19.20459088,11298.56728,-4519.426912,6779.140368,-1355.828074,451.9426912,225.9713456,338.9570184,67.79140368
12/23/2008,72.31,11.74,42.025,35.968,3.126454686,0.871115536,2.169499382,1.013180938,11.48706509,18.03670262,19.23731146,9.105368418,11270.59192,-4508.236768,6762.355152,-1352.47103,450.8236768,225.4118384,338.1177576,67.62355152
12/22/2008,73.55,11.65,42.6,36.41,7.693018517,0.058116636,3.144279611,1.339285604,26.98755783,0.174034215,27.15114831,12.17414128,11050.69485,-4420.277941,6630.416912,-1326.083382,442.0277941,221.0138971,331.5208456,66.30416912
12/19/2008,74.93,12.23,43.58,37.31,7.934008577,1.204425673,2.970103346,1.588608404,27.31473878,24.17424834,25.13179707,14.23809782,10852.00342,-4340.801368,6511.202052,-1302.24041,434.0801368,217.0400684,325.5601026,65.11202052
12/18/2008,75.36,12.15,43.755,37.434,6.680825563,0.239687927,2.50392534,1.386286997,22.94885535,4.301947292,21.23416755,12.26295816,10797.22589,-4318.890354,6478.335531,-1295.667106,431.8890354,215.9445177,323.9167766,64.78335531
12/17/2008,77.01,12.11,44.56,38.07,5.782351756,1.003459379,2.581465732,1.504031327,19.51947974,20.22396902,21.4859968,13.14413378,10562.84863,-4225.139453,6337.70918,-1267.541836,422.5139453,211.2569727,316.885459,63.3770918
12/16/2008,77.51,12.97,45.24,38.786,7.025702528,0.346360278,2.535954755,1.361709789,23.45251385,6.064298541,20.81688696,11.57750302,10505.98017,-4202.392068,6303.588102,-1260.71762,420.2392068,210.1196034,315.1794051,63.03588102
12/15/2008,74.25,12.87,43.56,37.422,5.181596413,0.906718561,1.828324708,1.037831995,18.18126006,17.09070749,15.79866996,8.950076886,10984.92665,-4393.970661,6590.955992,-1318.191198,439.3970661,219.6985331,329.5477996,65.90955992
12/12/2008,73.74,13.35,43.545,37.506,3.752787837,0.084246949,2.088262434,1.145171161,13.41607985,0.809446282,17.9304014,9.947722026,11080.62765,-4432.251058,6648.376587,-1329.675317,443.2251058,221.6125529,332.4188294,66.48376587
12/11/2008,72.29,12.91,42.6,36.662,6.264602917,1.011586465,2.663959987,1.854022451,22.44472294,19.08599777,23.12713149,17.08486282,11280.51706,-4512.206822,6768.310233,-1353.662047,451.2206822,225.6103411,338.4155117,67.68310233
12/10/2008,74.33,13.34,43.835,37.736,6.842307181,0.833684522,2.027919787,2.180950294,23.80954003,15.08372786,17.3269093,19.65907438,10973.21808,-4389.287233,6583.93085,-1316.78617,438.9287233,219.4643617,329.1965425,65.8393085
12/9/2008,74.18,13.6,43.89,37.832,3.018044799,1.342577113,0.963742892,2.093817075,10.84427856,24.2344209,8.669388563,18.78600674,11022.53785,-4409.015141,6613.522711,-1322.704542,440.9015141,220.450757,330.6761356,66.13522711
12/8/2008,76.13,13.55,44.84,38.582,1.783185543,0.752949904,0.931046607,2.211324436,6.494498566,13.33759257,8.243622243,19.48799087,10739.7836,-4295.913439,6443.870159,-1288.774032,429.5913439,214.795672,322.193508,64.43870159
12/5/2008,72.3,12.77,42.535,36.582,2.697171861,1.331420099,1.41897112,2.555777016,9.992745919,25.63838917,12.7312177,23.9627906,11297.44629,-4518.978514,6778.467771,-1355.693554,451.8978514,225.9489257,338.9233886,67.78467771
12/4/2008,69.47,12.42,40.945,35.24,4.101383462,1.130518393,2.061089834,1.414184612,15.46968948,22.28719202,18.77902156,13.36605017,11751.27024,-4700.508096,7050.762143,-1410.152429,470.0508096,235.0254048,352.5381072,70.50762143
12/3/2008,72.37,13.03,42.7,36.766,6.169563388,0.264410849,2.399609923,1.392331919,22.08835363,4.444908314,20.86728389,12.56115277,11274.1487,-4509.65948,6764.48922,-1352.897844,450.965948,225.482974,338.224461,67.6448922
12/2/2008,71.63,12.56,42.095,36.188,5.41433157,1.063285651,1.120603325,1.98020511,19.64621414,20.67739722,10.33081338,18.56322163,11389.03153,-4555.612614,6833.418921,-1366.683784,455.5612614,227.7806307,341.670946,68.33418921
12/1/2008,68.99,12.08,40.535,34.844,0.139859521,0.820337438,1.149285195,0.975758457,1.015412614,16.44904604,10.94781861,9.046451373,11853.9516,-4741.580641,7112.370961,-1422.474192,474.1580641,237.079032,355.618548,71.12370961
11/28/2008,73.2,12.59,42.895,36.834,5.890517244,0.117535852,1.318317326,1.484261166,20.88022461,1.643856705,11.79577453,13.42511994,11139.90821,-4455.963283,6683.944925,-1336.788985,445.5963283,222.7981642,334.1972462,66.83944925
11/26/2008,73.27,12.91,43.09,37.054,0.621218569,1.324005315,0.831884912,2.508545662,2.711324456,25.20638318,7.723745908,23.19059965,11160.10936,-4464.043746,6696.065618,-1339.213124,446.4043746,223.2021873,334.8032809,66.96065618
11/25/2008,72.35,12.34,42.345,36.344,3.486852261,1.06894747,1.689854179,1.772517855,12.73616736,21.17481612,15.06287772,16.44359172,11276.2577,-4510.503079,6765.754618,-1353.150924,451.0503079,225.5251539,338.2877309,67.65754618
11/24/2008,71.67,12.63,42.15,36.246,4.776737889,0.620367761,2.05499592,1.65309625,17.38958808,11.71236731,18.21471024,15.31695866,11385.17435,-4554.069742,6831.104613,-1366.220923,455.4069742,227.7034871,341.5552306,68.31104613
11/21/2008,67.18,11.22,39.2,33.604,4.916667396,0.871856531,1.364190376,2.209333009,19.03983239,18.92155,13.24431826,22.49381709,12128.88558,-4851.554234,7277.33135,-1455.46627,485.1554234,242.5777117,363.8665675,72.7733135
11/20/2008,64.36,10.94,37.65,32.308,1.751133938,1.159082919,1.303620929,1.543459025,7.448804126,26.06608417,13.18161872,16.08833495,12684.13618,-5073.65447,7610.481706,-1522.096341,507.365447,253.6827235,380.5240853,76.10481706
11/19/2008,68.15,11.72,39.935,34.292,4.953814506,0.315129907,1.326241786,0.677789032,18.91443331,6.11058573,12.6777696,6.107677606,11967.98289,-4787.193157,7180.789736,-1436.157947,478.7193157,239.3596579,359.0394868,71.80789736
11/18/2008,71.84,12.22,42.03,36.068,1.667490652,0.328292255,0.832430002,1.140915718,6.441105891,6.104769481,7.90200062,10.33936837,11370.49434,-4548.197736,6822.296604,-1364.459321,454.8197736,227.4098868,341.1148302,68.22296604
11/17/2008,69.51,11.98,40.745,34.992,2.419301925,0.724469387,1.733218128,2.155698178,9.362895349,14.57396726,16.00014592,21.01736682,11745.06369,-4698.025475,7047.038212,-1409.407642,469.8025475,234.9012737,352.3519106,70.47038212
11/14/2008,72.07,12.26,42.165,36.184,6.300433242,1.366361314,2.691747078,2.783258503,22.63739649,27.46076637,23.59234085,26.48081392,11299.47122,-4519.788489,6779.682733,-1355.936547,451.9788489,225.9894244,338.9841367,67.79682733
