DATE,IBM_CLOSE,AAPL_CLOSE,GE_CLOSE,UPS_CLOSE,IBM_SHARE,AAPL_SHARE,GE_SHARE,UPS_SHARE
2010/10/27,131.3,41.82,86.56,77.612,4778.345912,1911.338365,2867.007547,573.4015095
2010/10/26,130.6,41.85,86.225,77.35,4799.454782,1919.781913,2879.672869,575.9345738
2010/10/25,129.83,41.96,85.895,77.108,4821.508712,1928.603485,2892.905227,578.5810454
2010/10/22,129.67,41.78,85.725,76.936,4829.76713,1931.906852,2897.860278,579.5720556
2010/10/21,129.82,42.05,85.935,77.158,4820.207234,1928.082894,2892.124341,578.4248681
2010/10/20,129.11,42.19,85.65,76.958,4840.014295,1936.005718,2904.008577,580.8017155
2010/10/19,128.15,42.05,85.1,76.49,4873.085365,1949.234146,2923.851219,584.7702438
2010/10/18,132.6,43.21,87.905,78.966,4714.692282,1885.876913,2828.815369,565.7630739
2010/10/15,130.96,42.76,86.86,78.04,4772.24918,1908.899672,2863.349508,572.6699016
2010/10/14,131.37,41.07,86.22,77.19,4789.437184,1915.774873,2873.66231,574.732462
2010/10/13,130.32,40.78,85.55,76.596,4827.337716,1930.935086,2896.402629,579.2805259
2010/10/12,129.84,40.56,85.2,76.272,4846.448987,1938.579595,2907.869392,581.5738785
2010/10/11,129.66,40.13,84.895,75.942,4859.98292,1943.993168,2915.989752,583.1979504
2010/10/8,128.91,39.96,84.435,75.54,4887.112586,1954.845035,2932.267552,586.4535104
2010/10/7,128.79,39.3,84.045,75.096,4903.198121,1961.279248,2941.918872,588.3837745
2010/10/6,127.97,39.29,83.63,74.762,4930.104917,1972.041967,2958.06295,591.61259
2010/10/5,127.8,39.26,83.53,74.676,4936.245429,1974.498171,2961.747257,592.3494514
2010/10/4,125.57,37.86,81.715,72.944,5037.877788,2015.151115,3022.726673,604.5453346
2010/10/1,125.93,38.39,82.16,73.406,5015.278545,2006.111418,3009.167127,601.8334253
2010/9/30,124.54,38.55,81.545,72.946,5059.691201,2023.87648,3035.814721,607.1629441
2010/9/29,125.78,39.04,82.41,73.736,5007.754006,2003.101603,3004.652404,600.9304808
2010/9/28,125.23,38.98,82.105,73.48,5027.586366,2011.034547,3016.55182,603.310364
2010/9/27,125.01,39.56,82.285,73.74,5023.767444,2009.506978,3014.260466,602.8520933
2010/9/24,124.51,39.72,82.115,73.636,5037.699118,2015.079647,3022.619471,604.5238941
2010/9/23,122.24,39.26,80.75,72.452,5125.885599,2050.35424,3075.53136,615.1062719
2010/9/22,123.08,39.1,81.09,72.692,5099.516036,2039.806414,3059.709621,611.9419243
2010/9/21,122.53,38.56,80.545,72.148,5129.816154,2051.926461,3077.889692,615.5779384
2010/9/20,122.35,38.48,80.415,72.028,5137.838971,2055.135589,3082.703383,616.5406766
2010/9/17,120.87,37.41,79.14,70.794,5213.403368,2085.361347,3128.042021,625.6084042
2010/9/16,120.39,37.58,78.985,70.704,5227.460393,2090.984157,3136.476236,627.2952472
2010/9/15,120.16,36.71,78.435,70.09,5254.424488,2101.769795,3152.654693,630.5309386
2010/9/14,119.62,36.42,78.02,69.7,5280.834794,2112.333918,3168.500877,633.7001753
2010/9/13,120.33,36.28,78.305,69.9,5257.264225,2102.90569,3154.358535,630.871707
2010/9/10,118.83,35.79,77.31,69.006,5324.452998,2129.781199,3194.671799,638.9343597
2010/9/9,117.31,35.74,76.525,68.368,5384.300113,2153.720045,3230.580068,646.1160136
2010/9/8,117.05,35.72,76.385,68.252,5394.929328,2157.971731,3236.957597,647.3915193
2010/9/7,116.93,35.03,75.98,67.79,5415.217194,2166.086877,3249.130316,649.8260632
2010/9/3,118.45,35.16,76.805,68.476,5352.914437,2141.165775,3211.748662,642.3497325
2010/9/2,116.09,34.26,75.175,66.992,5466.331661,2186.532664,3279.798996,655.9597993
2010/9/1,116.77,34.01,75.39,67.114,5444.793928,2177.917571,3266.876357,653.3752713
2010/8/31,114.31,33.03,73.67,65.542,5568.268531,2227.307413,3340.961119,668.1922238
2010/8/30,114.57,32.95,73.76,65.598,5559.330959,2223.732384,3335.598575,667.1197151
2010/8/27,115.8,32.83,74.315,66.018,5511.367858,2204.547143,3306.820715,661.3641429
2010/8/26,113.99,32.65,73.32,65.186,5590.829965,2236.331986,3354.497979,670.8995959
2010/8/25,116.3,33,74.65,66.32,5487.016621,2194.806649,3292.209973,658.4419946
2010/8/24,115.96,32.6,74.28,65.944,5510.210199,2204.08408,3306.126119,661.2252239
2010/8/23,117.42,33.4,75.41,67.008,5432.80554,2173.122216,3259.683324,651.9366648
2010/8/20,118.37,33.92,76.145,67.7,5383.609064,2153.443626,3230.165438,646.0330877
2010/8/19,119.67,33.95,76.81,68.238,5332.634829,2133.053932,3199.580898,639.9161795
2010/8/18,120.13,34.38,77.255,68.68,5305.698426,2122.27937,3183.419056,636.6838111
2010/8/17,119.25,34.23,76.74,68.238,5342.606388,2137.042555,3205.563833,641.1127666
2010/8/16,118.62,33.65,76.135,67.638,5379.885555,2151.954222,3227.931333,645.5862666
2010/8/13,118.72,33.85,76.285,67.798,5371.528193,2148.611277,3222.916916,644.5833832
2010/8/12,119.11,34.21,76.66,68.17,5348.440181,2139.376072,3209.064109,641.8128217
2010/8/11,120.53,33.99,77.26,68.606,5299.003703,2119.601481,3179.402222,635.8804443
2010/8/10,122.4,35.25,78.825,70.11,5202.691665,2081.076666,3121.614999,624.3229997
2010/8/9,122.55,35.56,79.055,70.356,5190.767991,2076.307196,3114.460794,622.8921589
2010/8/6,120.82,35.34,78.08,69.532,5259.065788,2103.626315,3155.439473,631.0878946
2010/8/5,121.79,35.56,78.675,70.052,5218.519231,2087.407692,3131.111538,626.2223077
2010/8/4,121.27,35.73,78.5,69.946,5234.080648,2093.632259,3140.448389,628.0896778
2010/8/3,120.44,35.59,78.015,69.53,5267.910104,2107.164042,3160.746063,632.1492125
2010/8/2,120.8,35.58,78.19,69.668,5254.690652,2101.876261,3152.814391,630.5628783
2010/7/30,118.62,34.95,76.785,68.418,5350.994183,2140.397673,3210.59651,642.1193019
2010/7/29,118.27,35.07,76.67,68.35,5361.872795,2144.749118,3217.123677,643.4247354
2010/7/28,118.65,35.46,77.055,68.736,5338.591633,2135.436653,3203.15498,640.6309959
2010/7/27,118.83,35.88,77.355,69.06,5322.483982,2128.993593,3193.490389,638.6980778
2010/7/26,118.63,35.23,76.93,68.59,5344.426938,2137.770775,3206.656163,641.3312326
2010/7/23,118.6,35.32,76.96,68.632,5343.597601,2137.43904,3206.15856,641.2317121
2010/7/22,117.76,35.19,76.475,68.218,5379.028973,2151.611589,3227.417384,645.4834768
2010/7/21,115.73,34.54,75.135,67.016,5474.385024,2189.75401,3284.631014,656.9262029
2010/7/20,116.91,34.22,75.565,67.296,5434.412832,2173.765133,3260.647699,652.1295399
2010/7/19,119.9,33.37,76.635,67.982,5336.55405,2134.62162,3201.93243,640.3864861
2010/7/16,118.28,33.95,76.115,67.682,5386.455564,2154.582225,3231.873338,646.3746676
2010/7/15,120.76,34.16,77.46,68.8,5286.641714,2114.656685,3171.985028,634.3970056
2010/7/14,120.76,34.34,77.55,68.908,5282.76083,2113.104332,3169.656498,633.9312996
2010/7/13,120.54,34.21,77.375,68.742,5293.861175,2117.54447,3176.316705,635.263341
2010/7/12,118.87,34.96,76.915,68.524,5341.14194,2136.456776,3204.685164,640.9370329
2010/7/9,118.21,35.27,76.74,68.446,5359.759951,2143.903981,3215.855971,643.1711942
2010/7/8,118.22,35.07,76.645,68.33,5363.811224,2145.52449,3218.286734,643.6573469
2010/7/7,117.33,35.15,76.24,68.022,5396.751932,2158.700773,3238.051159,647.6102319
2010/7/6,114.06,33.78,73.92,65.892,5560.77527,2224.310108,3336.465162,667.2930324
2010/7/2,112.58,33.55,73.065,65.162,5628.778458,2251.511383,3377.267075,675.453415
2010/7/1,113.23,33.76,73.495,65.548,5596.072363,2238.428945,3357.643418,671.5286836
2010/6/30,114.07,34.18,74.125,66.136,5550.827484,2220.330994,3330.49649,666.0992981
2010/6/29,115.56,34.81,75.185,67.11,5475.00605,2190.00242,3285.00363,657.000726
2010/6/28,119.16,36.45,77.805,69.534,5297.533871,2119.013548,3178.520323,635.7040645
2010/6/25,117.44,36.24,76.84,68.72,5368.0784,2147.23136,3220.84704,644.169408
2010/6/24,118.43,36.55,77.49,69.302,5323.106156,2129.242462,3193.863694,638.7727387
2010/6/23,120.2,36.82,78.51,70.172,5250.594052,2100.237621,3150.356431,630.0712863
2010/6/22,119.45,37.21,78.33,70.106,5270.238877,2108.095551,3162.143326,632.4286652
2010/6/21,120.7,36.71,78.705,70.306,5234.403936,2093.761575,3140.642362,628.1284724
2010/6/18,120.24,37.24,78.74,70.44,5240.189318,2096.075727,3144.113591,628.8227181
2010/6/17,121,36.94,78.97,70.564,5218.507248,2087.402899,3131.104349,626.2208698
2010/6/16,120.42,36.31,78.365,69.954,5253.273998,2101.309599,3151.964399,630.3928798
2010/6/15,119.9,35.28,77.59,69.128,5294.88933,2117.955732,3176.933598,635.3867197
2010/6/14,118.71,34.55,76.63,68.214,5356.367714,2142.547086,3213.820629,642.7641257
2010/6/11,118.67,34.44,76.555,68.132,5360.354092,2144.141637,3216.212455,643.2424911
2010/6/10,117.95,34.04,75.995,67.604,5397.368286,2158.947315,3238.420972,647.6841944
2010/6/9,114.46,33.04,73.75,65.608,5561.767432,2224.706973,3337.060459,667.4120918
2010/6/8,114.3,33.88,74.09,66.048,5548.411667,2219.364667,3329.047,665.8094001
2010/6/7,114.67,34.1,74.385,66.328,5527.904975,2211.16199,3316.742985,663.348597
2010/6/4,115.74,34.78,75.26,67.164,5468.434881,2187.373953,3281.060929,656.2121858
2010/6/3,118.21,35.75,76.98,68.734,5349.135965,2139.654386,3209.481579,641.8963158
2010/6/2,117.7,35.86,76.78,68.596,5366.432919,2146.573168,3219.859751,643.9719503
2010/6/1,114.87,35.44,75.155,67.212,5488.34046,2195.336184,3293.004276,658.6008552
2010/5/28,115.72,34.9,75.31,67.228,5466.471506,2186.588603,3279.882904,655.9765808
2010/5/27,116.76,34.42,75.59,67.356,5435.824869,2174.329948,3261.494921,652.2989843
2010/5/26,113.84,33.17,73.505,65.438,5584.609175,2233.84367,3350.765505,670.1531009
2010/5/25,115.03,33.32,74.175,66.004,5531.478872,2212.591549,3318.887323,663.7774646
2010/5/24,114.97,33.53,74.25,66.106,5528.994267,2211.597707,3317.39656,663.4793121
2010/5/21,115.87,32.92,74.395,66.1,5506.395679,2202.558271,3303.837407,660.7674814
2010/5/20,114.37,32.3,73.335,65.128,5583.274653,2233.309861,3349.964792,669.9929584
2010/5/19,119.04,33.74,76.39,67.86,5361.550818,2144.620327,3216.930491,643.3860981
2010/5/18,120.05,34.29,77.17,68.594,5310.694762,2124.277905,3186.416857,637.2833714
2010/5/17,120.5,34.54,77.52,68.924,5288.238619,2115.295448,3172.943171,634.5886343
2010/5/14,121.2,34.49,77.845,69.174,5263.050418,2105.220167,3157.830251,631.5660501
2010/5/13,121.46,35.1,78.28,69.644,5240.395822,2096.158329,3144.237493,628.8474986
2010/5/12,122.57,35.61,79.09,70.394,5189.002138,2075.600855,3113.401283,622.6802566
2010/5/11,117.22,34.85,76.035,67.798,5407.83864,2163.135456,3244.703184,648.9406369
2010/5/10,116.65,34.51,75.58,67.366,5438.154264,2175.261706,3262.892559,652.5785117
2010/5/7,112.8,32.05,72.425,64.35,5656.204574,2262.481829,3393.722744,678.7445488
2010/5/6,114.48,33.46,73.97,65.868,5550.924851,2220.36994,3330.55491,666.1109821
2010/5/5,117.15,34.78,75.965,67.728,5412.182042,2164.872817,3247.309225,649.4618451
2010/5/4,117.76,35.15,76.455,68.194,5379.922602,2151.969041,3227.953561,645.5907123
2010/5/3,119.12,36.19,77.655,69.362,5304.689706,2121.875883,3182.813824,636.5627648
2010/4/30,118.57,35.47,77.02,68.71,5341.446635,2136.578654,3204.867981,640.9735962
2010/4/29,119.91,36.5,78.205,69.864,5268.240915,2107.296366,3160.944549,632.1889098
2010/4/28,119.58,35.54,77.56,69.156,5301.363426,2120.54537,3180.818056,636.1636111
2010/4/27,118.4,35.6,77,68.72,5345.123964,2138.049586,3207.074378,641.4148757
2010/4/26,120.16,36.62,78.39,70.036,5256.34346,2102.537384,3153.806076,630.7612152
2010/4/23,119.48,36.8,78.14,69.872,5277.918288,2111.167315,3166.750973,633.3501945
2010/4/22,118.69,36.21,77.45,69.202,5320.613803,2128.245521,3192.368282,638.4736564
2010/4/21,118.56,35.22,76.89,68.556,5347.344231,2138.937692,3208.406538,641.6813077
2010/4/20,119.2,33.23,76.215,67.618,5366.673686,2146.669475,3220.004212,644.0008424
2010/4/19,121.53,33.57,77.55,68.754,5270.412201,2108.16488,3162.247321,632.4494641
2010/4/16,120.06,33.61,76.835,68.19,5325.159568,2130.063827,3195.095741,639.0191482
2010/4/15,120.3,33.82,77.06,68.412,5311.42364,2124.569456,3186.854184,637.3708368
2010/4/14,120.63,33.38,77.005,68.28,5308.458604,2123.383442,3185.075162,637.0150325
2010/4/13,118.59,32.94,75.765,67.2,5396.974456,2158.789782,3238.184674,647.6369347
2010/4/12,117.98,32.92,75.45,66.944,5421.485825,2168.59433,3252.891495,650.5782991
2010/4/9,118.35,32.85,75.6,67.05,5408.445829,2163.378332,3245.067497,649.0134995
2010/4/8,117.29,32.6,74.945,66.476,5456.307743,2182.523097,3273.784646,654.7569291
2010/4/7,118.09,32.69,75.39,66.85,5422.346575,2168.93863,3253.407945,650.681589
2010/4/6,118.5,32.55,75.525,66.93,5409.305954,2163.722381,3245.583572,649.1167144
2010/4/5,118.89,32.4,75.645,66.996,5397.33799,2158.935196,3238.402794,647.6805588
2010/4/1,117.88,32.06,74.97,66.388,5445.064311,2178.025724,3267.038586,653.4077173
2010/3/31,117.88,31.93,74.905,66.31,5448.041484,2179.216593,3268.82489,653.764978
2010/3/30,118.35,32.04,75.195,66.564,5426.799315,2170.719726,3256.079589,651.2159178
2010/3/29,118.19,31.57,74.88,66.218,5443.890474,2177.55619,3266.334284,653.2668569
2010/3/26,118.8,31.37,75.085,66.342,5424.168925,2169.66757,3254.501355,650.900271
2010/3/25,118.79,30.79,74.79,65.99,5437.773384,2175.109354,3262.66403,652.5328061
2010/3/24,118.13,31.16,74.645,65.948,5455.693332,2182.277333,3273.415999,654.6831999
2010/3/23,118.91,31.03,74.97,66.182,5427.530955,2171.012382,3256.518573,651.3037146
2010/3/22,117.63,30.54,74.085,65.376,5490.218298,2196.087319,3294.130979,658.8261957
2010/3/19,117.38,30.2,73.79,65.072,5508.347791,2203.339116,3305.008675,661.0017349
2010/3/18,118,30.52,74.26,65.512,5475.688382,2190.275353,3285.413029,657.0826058
2010/3/17,117.43,30.45,73.94,65.242,5500.458078,2200.183231,3300.274847,660.0549694
2010/3/16,118.26,30.5,74.38,65.604,5465.661218,2186.264487,3279.396731,655.8793462
2010/3/15,117.49,30.41,73.95,65.242,5498.945742,2199.578297,3299.367445,659.8734891
2010/3/12,117.59,30.79,74.19,65.51,5486.029278,2194.411711,3291.617567,658.3235133
2010/3/11,117.28,30.64,73.96,65.296,5502.138351,2200.85534,3301.283011,660.2566021
2010/3/10,115.46,30.55,73.005,64.514,5579.588704,2231.835482,3347.753222,669.5506445
2010/3/9,115.4,30.3,72.85,64.34,5588.128134,2235.251253,3352.87688,670.575376
2010/3/8,116.19,29.77,72.98,64.338,5567.725366,2227.090146,3340.63522,668.1270439
2010/3/5,116.96,29.75,73.355,64.634,5536.207127,2214.482851,3321.724276,664.3448552
2010/3/4,116.47,28.63,72.55,63.766,5583.350716,2233.340286,3350.01043,670.0020859
2010/3/3,116.62,28.44,72.53,63.712,5581.620483,2232.648193,3348.97229,669.7944579
2010/3/2,117.11,28.38,72.745,63.872,5562.550772,2225.020309,3337.530463,667.5060927
2010/3/1,118.17,28.4,73.285,64.308,5518.216848,2207.286739,3310.930109,662.1860217
2010/2/26,116.87,27.8,72.335,63.428,5586.518524,2234.60741,3351.911114,670.3822229
2010/2/25,116.79,27.45,72.12,63.186,5598.341816,2239.336726,3359.00509,671.8010179
2010/2/24,117.27,27.26,72.265,63.264,5582.703623,2233.081449,3349.622174,669.9244348
2010/2/23,116.23,26.77,71.5,62.554,5638.743309,2255.497324,3383.245985,676.6491971
2010/2/22,116.59,27.23,71.91,62.974,5612.148461,2244.859384,3367.289076,673.4578153
2010/2/19,116.9,27.4,72.15,63.2,5594.906397,2237.962559,3356.943838,671.3887677
2010/2/18,117.47,27.57,72.52,63.53,5566.887264,2226.754906,3340.132358,668.0264717
2010/2/17,116.11,27.52,71.815,62.956,5625.508124,2250.20325,3375.304874,675.0609749
2010/2/16,115.1,27.64,71.37,62.624,5665.950944,2266.380377,3399.570566,679.9141132
2010/2/12,113.97,27.23,70.6,61.926,5725.634904,2290.253962,3435.380943,687.0761885
2010/2/11,113.72,26.99,70.355,61.682,5742.808109,2297.123244,3445.684865,689.1369731
2010/2/10,112.88,26.51,69.695,61.058,5792.804364,2317.121746,3475.682618,695.1365237
2010/2/9,113.24,26.66,69.95,61.292,5772.704161,2309.081664,3463.622497,692.7244993
2010/2/8,112.02,26.37,69.195,60.63,5835.647167,2334.258867,3501.3883,700.2776601
2010/2/5,113.02,26.56,69.79,61.144,5785.186313,2314.074525,3471.111788,694.2223576
2010/2/4,112.55,26.09,69.32,60.674,5818.727551,2327.491021,3491.236531,698.2473062
2010/2/3,114.98,27.07,71.025,62.234,5685.33663,2274.134652,3411.201978,682.2403956
2010/2/2,114.86,26.61,70.735,61.91,5702.09301,2280.837204,3421.255806,684.2511612
2010/2/1,114.08,26.46,70.27,61.508,5740.29878,2296.119512,3444.179268,688.8358536
2010/1/29,111.99,26.1,69.045,60.456,5844.135048,2337.654019,3506.481029,701.2962058
2010/1/28,113.23,27.08,70.155,61.54,5762.366904,2304.946761,3457.420142,691.4840284
2010/1/27,115.59,28.24,71.915,63.18,5630.104393,2252.041757,3378.062636,675.6125272
2010/1/26,115.06,27.98,71.52,62.812,5659.263445,2263.705378,3395.558067,679.1116134
2010/1/25,115.4,27.59,71.495,62.714,5654.231955,2261.692782,3392.539173,678.5078346
2010/1/22,114.84,26.87,70.855,62.058,5696.448993,2278.579597,3417.869396,683.5738792
2010/1/21,118.04,28.27,73.155,64.178,5526.621848,2210.648739,3315.973109,663.1946218
2010/1/20,119.18,28.77,73.975,64.934,5468.512632,2187.405053,3281.107579,656.2215159
2010/1/19,122.74,29.22,75.98,66.628,5318.827543,2127.531017,3191.296526,638.2593052
2010/1/15,120.58,27.98,74.28,65.02,5430.579812,2172.231925,3258.347887,651.6695775
2010/1/14,121.07,28.46,74.765,65.504,5400.341345,2160.136538,3240.204807,648.0409614
2010/1/13,119.16,28.62,73.89,64.836,5472.785153,2189.114061,3283.671092,656.7342183
2010/1/12,119.42,28.22,73.82,64.7,5471.537064,2188.614826,3282.922239,656.5844477
2010/1/11,118.48,28.55,73.515,64.522,5502.013627,2200.805451,3301.208176,660.2416352
2010/1/8,119.73,28.8,74.265,65.172,5445.743944,2178.297578,3267.446367,653.4892733
2010/1/7,118.54,28.61,73.575,64.582,5498.165702,2199.266281,3298.899421,659.7798842
2010/1/6,118.95,28.66,73.805,64.776,5480.349331,2192.139732,3288.209598,657.6419197
2010/1/5,119.73,29.13,74.43,65.37,5438.199216,2175.279687,3262.91953,652.583906
2010/1/4,121.19,29.08,75.135,65.924,5381.729287,2152.691715,3229.037572,645.8075145
2009/12/31,119.78,28.63,74.205,65.09,5447.63785,2179.05514,3268.58271,653.716542
2009/12/30,121.3,28.76,75.03,65.776,5384.591195,2153.836478,3230.754717,646.1509434
2009/12/29,120.65,28.41,74.53,65.306,5418.036166,2167.214466,3250.821699,650.1643399
2009/12/28,121.07,28.75,74.91,65.678,5393.820063,2157.528025,3236.292038,647.2584076
2009/12/24,119.47,28.4,73.935,64.828,5465.366084,2186.146434,3279.219651,655.8439301
2009/12/23,118.95,27.46,73.205,64.056,5508.315022,2203.326009,3304.989013,660.9978026
2009/12/22,118.89,27.22,73.055,63.888,5516.402582,2206.561033,3309.841549,661.9683098
2009/12/21,117.72,26.93,72.325,63.246,5571.75947,2228.703788,3343.055682,668.6111364
2009/12/18,117.04,26.55,71.795,62.746,5609.578288,2243.831315,3365.746973,673.1493945
2009/12/17,116.57,26.07,71.32,62.27,5641.354286,2256.541714,3384.812572,676.9625143
2009/12/16,117.77,26.5,72.135,63.008,5579.984729,2231.993891,3347.990837,669.5981674
2009/12/15,117.57,26.38,71.975,62.856,5591.28636,2236.514544,3354.771816,670.9543632
2009/12/14,118.89,26.76,72.825,63.612,5527.230342,2210.892137,3316.338205,663.2676411
2009/12/11,118.66,26.45,72.555,63.334,5544.064558,2217.625823,3326.438735,665.2877469
2009/12/10,118.35,26.69,72.52,63.354,5551.223134,2220.489254,3330.733881,666.1467761
2009/12/9,117.48,26.87,72.175,63.114,5583.264678,2233.305871,3349.958807,669.9917613
2009/12/8,116.03,25.8,70.915,61.892,5671.312076,2268.52483,3402.787246,680.5574491
2009/12/7,116.24,25.67,70.955,61.898,5665.441194,2266.176478,3399.264716,679.8529433
2009/12/4,116.44,26.27,71.355,62.338,5642.017595,2256.807038,3385.210557,677.0421113
2009/12/3,116.71,26.7,71.705,62.704,5619.951457,2247.980583,3371.970874,674.3941749
2009/12/2,116.4,26.66,71.53,62.556,5634.160864,2253.664346,3380.496518,676.0993037
2009/12/1,117.07,26.76,71.915,62.884,5603.211492,2241.284597,3361.926895,672.385379
2009/11/30,115.61,27.16,71.385,62.54,5655.795097,2262.318039,3393.477058,678.6954117
2009/11/27,115.02,27.25,71.135,62.358,5679.108989,2271.643595,3407.465393,681.4930786
2009/11/25,116.46,27.74,72.1,63.228,5605.275596,2242.110238,3363.165357,672.6330715
2009/11/24,117.06,27.78,72.42,63.492,5579.017182,2231.606873,3347.410309,669.4820619
2009/11/23,117.31,27.97,72.64,63.706,5564.002948,2225.601179,3338.401769,667.6803538
2009/11/20,116.17,27.16,71.665,62.764,5631.750639,2252.700255,3379.050383,675.8100766
2009/11/19,116.7,27.24,71.97,63.024,5607.23935,2242.89574,3364.34361,672.868722
2009/11/18,117.26,27.98,72.62,63.692,5565.851143,2226.340457,3339.510686,667.9021372
2009/11/17,117.7,28.12,72.91,63.952,5544.213327,2217.685331,3326.527996,665.3055993
2009/11/16,117.32,28.07,72.695,63.77,5561.197081,2224.478832,3336.718249,667.3436497
2009/11/13,116.24,27.78,72.01,63.164,5613.635476,2245.45419,3368.181285,673.6362571
2009/11/12,115.53,27.44,71.485,62.676,5652.332277,2260.932911,3391.399366,678.2798732
2009/11/11,116.38,27.62,72,63.124,5611.581586,2244.632634,3366.948952,673.3897903
2009/11/10,116.13,27.58,71.855,63,5623.190036,2249.276014,3373.914021,674.7828043
2009/11/9,115.29,27.37,71.33,62.538,5664.420686,2265.768274,3398.652412,679.7304823
2009/11/6,113,26.4,69.7,61.04,5790.227023,2316.090809,3474.136214,694.8272428
2009/11/5,112.14,26.36,69.25,60.672,5830.406081,2332.162432,3498.243648,699.6487297
2009/11/4,110.49,25.93,68.21,59.754,5918.613851,2367.44554,3551.168311,710.2336621
2009/11/3,110.37,25.65,68.01,59.538,5931.882063,2372.752825,3559.129238,711.8258475
2009/11/2,109.82,25.72,67.77,59.36,5956.167373,2382.466949,3573.700424,714.7400848
2009/10/30,109.87,25.61,67.74,59.314,5956.788976,2382.71559,3574.073386,714.8146771
2009/10/29,111.93,26.68,69.305,60.78,5831.631469,2332.652588,3498.978881,699.7957763
2009/10/28,110.68,26.14,68.41,59.956,5903.999086,2361.599634,3542.399451,708.4798903
2009/10/27,109.9,26.82,68.36,60.052,5922.407928,2368.963171,3553.444757,710.6889513
2009/10/26,109.41,27.51,68.46,60.27,5926.895303,2370.758121,3556.137182,711.2274363
2009/10/23,109.64,27.71,68.675,60.482,5910.6252,2364.25008,3546.37512,709.275024
2009/10/22,111.76,27.88,69.82,61.432,5808.015805,2323.206322,3484.809483,696.9618966
2009/10/21,110.1,27.84,68.97,60.744,5885.562996,2354.225199,3531.337798,706.2675596
2009/10/20,111.88,27.01,69.445,60.958,5825.266698,2330.106679,3495.160019,699.0320038
2009/10/19,112.1,25.8,68.95,60.32,5846.982139,2338.792855,3508.189283,701.6378566
2009/10/16,110.81,25.55,68.18,59.654,5913.783658,2365.513463,3548.270195,709.6540389
2009/10/15,116.58,25.89,71.235,62.166,5645.350501,2258.1402,3387.2103,677.4420601
2009/10/14,116.92,25.99,71.455,62.362,5628.334929,2251.333972,3377.000957,675.4001915
2009/10/13,115.71,25.82,70.765,61.776,5684.721266,2273.888506,3410.832759,682.1665519
2009/10/12,115.73,25.93,70.83,61.85,5681.108043,2272.443217,3408.664826,681.7329652
2009/10/9,114.71,25.88,70.295,61.412,5727.100019,2290.840008,3436.260011,687.2520023
2009/10/8,111.4,25.72,68.56,59.992,5881.555817,2352.622327,3528.93349,705.7866981
2009/10/7,111.84,25.85,68.845,60.246,5857.663921,2343.065569,3514.598353,702.9196706
2009/10/6,110.54,25.82,68.18,59.708,5919.22764,2367.691056,3551.536584,710.3073168
2009/10/5,109.08,25.27,67.175,58.794,6004.264949,2401.70598,3602.55897,720.5117939
2009/10/2,108.42,25.12,66.77,58.44,6040.733877,2416.293551,3624.440326,724.8880652
2009/10/1,107.4,24.57,65.985,57.702,6107.122346,2442.848938,3664.273408,732.8546815
2009/9/30,108.96,25.18,67.07,58.692,6012.613019,2405.045208,3607.567811,721.5135623
2009/9/29,108.23,25.19,66.71,58.406,6048.116883,2419.246753,3628.87013,725.7740259
2009/9/28,108.7,25.29,66.995,58.654,6022.228769,2408.891508,3613.337261,722.6674523
2009/9/25,110.3,24.78,67.54,58.988,5958.958508,2383.583403,3575.375105,715.0750209
2009/9/24,110.17,24.98,67.575,59.056,5959.698611,2383.879444,3575.819167,715.1638333
2009/9/23,110.06,25.2,67.63,59.144,5958.932941,2383.573176,3575.359765,715.0719529
2009/9/22,110.78,25.07,67.925,59.354,5928.192515,2371.277006,3556.915509,711.3831019
2009/9/21,110.74,25,67.87,59.296,5931.989034,2372.795614,3559.19342,711.8386841
2009/9/18,111.23,25.14,68.185,59.576,5905.065909,2362.026364,3543.039545,708.6079091
2009/9/17,111.02,25.07,68.045,59.45,5916.844665,2366.737866,3550.106799,710.0213598
2009/9/16,110.97,24.71,67.84,59.214,5928.958742,2371.583497,3557.375245,711.475049
2009/9/15,108.72,23.8,66.26,57.768,6063.245961,2425.298384,3637.947577,727.5895153
2009/9/14,108.29,23.6,65.945,57.476,6090.352078,2436.140831,3654.211247,730.8422494
2009/9/11,107.54,23.39,65.465,57.05,6134.179032,2453.671613,3680.507419,736.1014839
2009/9/10,107.19,23.45,65.32,56.946,6150.230953,2460.092381,3690.138572,738.0277144
2009/9/9,106.36,23.25,64.805,56.494,6198.7718,2479.50872,3719.26308,743.852616
2009/9/8,106.73,23.5,65.115,56.792,6172.304573,2468.921829,3703.382744,740.6765488
2009/9/4,107,23.14,65.07,56.684,6169.028418,2467.611367,3701.417051,740.2834101
2009/9/3,105.97,22.63,64.3,55.966,6237.605877,2495.042351,3742.563526,748.5127053
2009/9/2,105.75,22.44,64.095,55.764,6254.89915,2501.95966,3752.93949,750.587898
2009/9/1,106.3,22.46,64.38,55.996,6225.428235,2490.171294,3735.256941,747.0513882
2009/8/31,107.54,22.85,65.195,56.726,6149.905673,2459.962269,3689.943404,737.9886807
2009/8/28,107.69,23.1,65.395,56.936,6134.994919,2453.997968,3680.996951,736.1993903
2009/8/27,108.79,23.02,65.905,57.328,6081.971843,2432.788737,3649.183106,729.8366212
2009/8/26,108.83,22.75,65.79,57.182,6087.692974,2435.07719,3652.615784,730.5231569
2009/8/25,108.25,23.02,65.635,57.112,6109.017619,2443.607047,3665.410571,733.0821142
